Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
PORSCHE Taycan 4 Cross Turismo,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,midsize car,10,76,77,76,10,Elite
PORSCHE Taycan 4 Cross Turismo,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,NPRXV00.0EVT,midsize car,10,76,77,76,10,Elite
PORSCHE Taycan 4S Cross Turismo,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,midsize car,10,75,75,75,10,Elite
PORSCHE Taycan 4S Cross Turismo,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,NPRXV00.0EVT,midsize car,10,75,75,75,10,Elite
PORSCHE Taycan 4S Perf Battery,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,small car,10,79,80,79,10,Elite
PORSCHE Taycan 4S Perf Battery,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,NPRXV00.0EVT,small car,10,79,80,79,10,Elite
PORSCHE Taycan 4S Perf Battery Plus,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,small car,10,75,81,77,10,Elite
PORSCHE Taycan 4S Perf Battery Plus,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,NPRXV00.0EVT,small car,10,75,81,77,10,Elite
PORSCHE Taycan Perf Battery,N/A,N/A,Auto-2,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVB,small car,10,76,84,79,10,Elite
PORSCHE Taycan Perf Battery,N/A,N/A,Auto-2,2WD,Electricity,CA,ZEV,California ZEV,NPRXV00.0EVB,small car,10,76,84,79,10,Elite
PORSCHE Taycan Perf Battery Plus,N/A,N/A,Auto-2,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVB,small car,10,47,42,45,10,Elite
PORSCHE Taycan Perf Battery Plus,N/A,N/A,Auto-2,2WD,Electricity,CA,ZEV,California ZEV,NPRXV00.0EVB,small car,10,47,42,45,10,Elite
PORSCHE Taycan Turbo,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,small car,10,71,75,73,10,Elite
PORSCHE Taycan Turbo,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,NPRXV00.0EVT,small car,10,71,75,73,10,Elite
PORSCHE Taycan Turbo Cross Turismo,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,midsize car,10,72,72,72,10,Elite
PORSCHE Taycan Turbo Cross Turismo,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,NPRXV00.0EVT,midsize car,10,72,72,72,10,Elite
PORSCHE Taycan Turbo S,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,small car,10,69,71,70,10,Elite
PORSCHE Taycan Turbo S,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,NPRXV00.0EVT,small car,10,69,71,70,10,Elite
PORSCHE Taycan Turbo S Cross Turismo,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,midsize car,10,74,73,73,10,Elite
PORSCHE Taycan Turbo S Cross Turismo,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,NPRXV00.0EVT,midsize car,10,74,73,73,10,Elite
RIVIAN R1S,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NRIVT00.0194,standard SUV,10,73,65,69,10,Elite
RIVIAN R1S,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NRIVT00.0194,standard SUV,10,73,65,69,10,Elite
RIVIAN R1T,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NRIVT00.0194,pickup,10,74,66,70,10,Elite
RIVIAN R1T,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NRIVT00.0194,pickup,10,74,66,70,10,Elite
SUBARU Crosstrek Hybrid,2,4,CVT,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NFJXT02.0EVC,small SUV,7,36/99,35/80,35/90,10,Yes
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NFJXJ02.5BUY,midsize car,7,28,36,32,7,Yes
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NFJXJ02.5BUY,station wagon,7,28,36,31,7,Yes
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NFJXJ02.5BUY,midsize car,7,28,36,32,7,Yes
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NFJXJ02.5BUY,station wagon,7,28,36,31,7,Yes
TESLA Model 3,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L13,midsize car,10,138,126,132,10,Elite
TESLA Model 3,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NTSLV00.0L13,midsize car,10,138,126,132,10,Elite
TESLA Model 3 Long Range,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L23,midsize car,10,134,126,131,10,Elite
TESLA Model 3 Long Range,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NTSLV00.0L23,midsize car,10,134,126,131,10,Elite
TESLA Model 3 Performance,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L23,midsize car,10,118,107,113,10,Elite
TESLA Model 3 Performance,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NTSLV00.0L23,midsize car,10,118,107,113,10,Elite
TESLA Model S,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L2S,large car,10,124,115,120,10,Elite
TESLA Model S,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NTSLV00.0L2S,large car,10,124,115,120,10,Elite
"TESLA Model S Plaid (19"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L3S,large car,10,119,112,116,10,Elite
"TESLA Model S Plaid (19"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NTSLV00.0L3S,large car,10,119,112,116,10,Elite
"TESLA Model S Plaid (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L3S,large car,10,102,99,101,10,Elite
"TESLA Model S Plaid (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NTSLV00.0L3S,large car,10,102,99,101,10,Elite
TESLA Model X,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L2X,standard SUV,10,107,97,102,10,Elite
TESLA Model X,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NTSLV00.0L2X,standard SUV,10,107,97,102,10,Elite
"TESLA Model X Plaid (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L3X,standard SUV,10,103,93,98,10,Elite
"TESLA Model X Plaid (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NTSLV00.0L3X,standard SUV,10,103,93,98,10,Elite
"TESLA Model X Plaid (22"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L3X,standard SUV,10,94,88,91,10,Elite
"TESLA Model X Plaid (22"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NTSLV00.0L3X,standard SUV,10,94,88,91,10,Elite
TESLA Model Y,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L1Y,small SUV,10,140,119,129,10,Elite
TESLA Model Y,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NTSLV00.0L1Y,small SUV,10,140,119,129,10,Elite
TESLA Model Y Long Range,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L2Y,small SUV,10,127,117,122,10,Elite
TESLA Model Y Long Range,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NTSLV00.0L2Y,small SUV,10,127,117,122,10,Elite
TESLA Model Y Performance,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L2Y,small SUV,10,115,106,111,10,Elite
TESLA Model Y Performance,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NTSLV00.0L2Y,small SUV,10,115,106,111,10,Elite
TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.5P33,midsize car,7,43,43,43,8,Yes
TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.5P33,midsize car,7,43,43,43,8,Yes
TOYOTA Avalon Hybrid XLE,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.5P33,midsize car,7,43,44,44,8,Yes
TOYOTA Avalon Hybrid XLE,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.5P33,midsize car,7,43,44,44,8,Yes
TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.5P33,midsize car,7,51,53,52,9,Yes
TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.5P33,midsize car,7,51,53,52,9,Yes
TOYOTA Camry Hybrid SE/XLE/XSE,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.5P33,midsize car,7,44,47,46,9,Yes
TOYOTA Camry Hybrid SE/XLE/XSE,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.5P33,midsize car,7,44,47,46,9,Yes
TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.5P3A,midsize car,7,28,39,32,7,Yes
TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.5P3A,midsize car,7,28,39,32,7,Yes
TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.5P3A,midsize car,7,27,38,31,7,Yes
TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.5P3A,midsize car,7,27,38,31,7,Yes
TOYOTA Corolla,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.0P3A,small car,7,29,36,32,7,Yes
TOYOTA Corolla,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.0P3A,small car,7,29,36,32,7,Yes
TOYOTA Corolla,2,4,SCV-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.0P3A,small car,7,31,40,34,7,Yes
TOYOTA Corolla,2,4,SCV-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.0P3A,small car,7,31,40,34,7,Yes
TOYOTA Corolla Apex,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.0P3A,small car,7,28,36,31,7,Yes
TOYOTA Corolla Apex,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.0P3A,small car,7,28,36,31,7,Yes
TOYOTA Corolla Apex,2,4,SCV-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.0P3A,small car,7,31,38,34,7,Yes
TOYOTA Corolla Apex,2,4,SCV-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.0P3A,small car,7,31,38,34,7,Yes
TOYOTA Corolla Cross,2,4,SCV-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.0P3H,small SUV,7,31,33,32,7,Yes
TOYOTA Corolla Cross,2,4,SCV-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.0P3H,small SUV,7,31,33,32,7,Yes
TOYOTA Corolla Hatchback,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.0P3A,small car,7,28,36,31,7,Yes
TOYOTA Corolla Hatchback,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.0P3A,small car,7,28,36,31,7,Yes
TOYOTA Corolla Hatchback,2,4,SCV-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.0P3A,small car,7,32,41,35,7,Yes
TOYOTA Corolla Hatchback,2,4,SCV-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.0P3A,small car,7,32,41,35,7,Yes
TOYOTA Corolla Hatchback XSE,2,4,SCV-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.0P3A,small car,7,30,38,33,7,Yes
TOYOTA Corolla Hatchback XSE,2,4,SCV-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.0P3A,small car,7,30,38,33,7,Yes
TOYOTA Corolla Hybrid,1.8,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV01.8P33,small car,7,53,52,52,9,Yes
TOYOTA Corolla Hybrid,1.8,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV01.8P33,small car,7,53,52,52,9,Yes
TOYOTA Corolla XSE,2,4,SCV-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.0P3A,small car,7,31,38,34,7,Yes
TOYOTA Corolla XSE,2,4,SCV-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.0P3A,small car,7,31,38,34,7,Yes
TOYOTA Highlander Hybrid,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.5P34,small SUV,7,36,35,36,7,Yes
TOYOTA Highlander Hybrid,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.5P34,small SUV,7,36,35,36,7,Yes
TOYOTA Highlander Hybrid,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.5P34,standard SUV,7,35,35,35,7,Yes
TOYOTA Highlander Hybrid,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.5P34,standard SUV,7,35,35,35,7,Yes
TOYOTA Highlander Hybrid LTD/PLAT,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.5P34,standard SUV,7,35,34,35,7,Yes
TOYOTA Highlander Hybrid LTD/PLAT,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.5P34,standard SUV,7,35,34,35,7,Yes
TOYOTA Mirai LE,N/A,N/A,CVT,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,NTYXV00.0DA7,small car,10,76,71,74,10,Elite
TOYOTA Mirai LE,N/A,N/A,CVT,2WD,Hydrogen,CA,ZEV,California ZEV,NTYXV00.0DA7,small car,10,76,71,74,10,Elite
TOYOTA Mirai Limited,N/A,N/A,CVT,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,NTYXV00.0DA7,small car,10,67,64,65,10,Elite
TOYOTA Mirai Limited,N/A,N/A,CVT,2WD,Hydrogen,CA,ZEV,California ZEV,NTYXV00.0DA7,small car,10,67,64,65,10,Elite
TOYOTA Mirai XLE,N/A,N/A,CVT,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,NTYXV00.0DA7,small car,10,76,71,74,10,Elite
TOYOTA Mirai XLE,N/A,N/A,CVT,2WD,Hydrogen,CA,ZEV,California ZEV,NTYXV00.0DA7,small car,10,76,71,74,10,Elite
TOYOTA Prius,1.8,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV01.8P33,midsize car,7,54,50,52,9,Yes
TOYOTA Prius,1.8,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV01.8P33,midsize car,7,54,50,52,9,Yes
TOYOTA Prius,1.8,4,CVT,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV01.8P33,midsize car,7,51,47,49,9,Yes
TOYOTA Prius,1.8,4,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV01.8P33,midsize car,7,51,47,49,9,Yes
TOYOTA Prius Eco,1.8,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV01.8P33,midsize car,7,58,53,56,9,Yes
TOYOTA Prius Eco,1.8,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV01.8P33,midsize car,7,58,53,56,9,Yes
TOYOTA Prius Prime,1.8,4,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NTYXV01.8P35,midsize car,7,55/145,53/121,54/133,10,Yes
TOYOTA Prius Prime,1.8,4,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NTYXV01.8P35,midsize car,7,55/145,53/121,54/133,10,Yes
TOYOTA RAV4 Hybrid,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.5P3N,small SUV,7,41,38,40,8,Yes
TOYOTA RAV4 Hybrid,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.5P3N,small SUV,7,41,38,40,8,Yes
TOYOTA RAV4 PRIME,2.5,4,SCV-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.5P33,small SUV,7,40/105,36/84,38/94,10,Yes
TOYOTA RAV4 PRIME,2.5,4,SCV-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.5P33,small SUV,7,40/105,36/84,38/94,10,Yes
TOYOTA Sienna,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.5P34,minivan,7,36,36,36,7,Yes
TOYOTA Sienna,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.5P34,minivan,7,36,36,36,7,Yes
TOYOTA Sienna,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.5P34,minivan,7,35,36,35,7,Yes
TOYOTA Sienna,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.5P34,minivan,7,35,36,35,7,Yes
TOYOTA Venza,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.5P3N,small SUV,7,40,37,39,8,Yes
TOYOTA Venza,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.5P3N,small SUV,7,40,37,39,8,Yes
VOLKSWAGEN Jetta,1.5,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NVGAV01.5V3Q,small car,7,29,43,34,7,Yes
VOLKSWAGEN Jetta,1.5,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NVGAV01.5V3Q,small car,7,29,43,34,7,Yes
VOLKSWAGEN Jetta,1.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NVGAV01.5V3Q,small car,7,31,41,35,7,Yes
VOLKSWAGEN Jetta,1.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NVGAV01.5V3Q,small car,7,31,41,35,7,Yes
VOLKSWAGEN Jetta SE/SEL,1.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NVGAV01.5V3Q,small car,7,29,40,33,7,Yes
VOLKSWAGEN Jetta SE/SEL,1.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NVGAV01.5V3Q,small car,7,29,40,33,7,Yes
VOLVO C40 Recharge twin,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NVVXV00.0Z0A,small SUV,10,94,80,87,10,Elite
VOLVO C40 Recharge twin,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NVVXV00.0Z0A,small SUV,10,94,80,87,10,Elite
VOLVO S60 T8 Recharge,2,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NVVXJ02.0P3S,small car,7,28/70,33/68,30/69,10,Yes
VOLVO S60 T8 Recharge,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NVVXJ02.0P3S,small car,7,28/70,33/68,30/69,10,Yes
VOLVO S90 T8 Recharge,2,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NVVXJ02.0P3S,midsize car,7,28/62,31/64,30/63,9,Yes
VOLVO S90 T8 Recharge,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NVVXJ02.0P3S,midsize car,7,28/62,31/64,30/63,9,Yes
VOLVO V60 T8 Recharge,2,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NVVXJ02.0P3S,station wagon,7,28/70,33/68,30/69,10,Yes
VOLVO V60 T8 Recharge,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NVVXJ02.0P3S,station wagon,7,28/70,33/68,30/69,10,Yes
VOLVO XC40 Recharge twin,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NVVXV00.0Z0A,small SUV,10,92,79,85,10,Elite
VOLVO XC40 Recharge twin,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NVVXV00.0Z0A,small SUV,10,92,79,85,10,Elite
VOLVO XC60 T8 Recharge,2,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NVVXJ02.0P3S,small SUV,7,24/59,27/55,25/57,8,Yes
VOLVO XC60 T8 Recharge,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NVVXJ02.0P3S,small SUV,7,24/59,27/55,25/57,8,Yes
VOLVO XC90 T8 Recharge,2,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NVVXJ02.0P3S,standard SUV,7,26/58,28/53,27/55,9,Yes
VOLVO XC90 T8 Recharge,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NVVXJ02.0P3S,standard SUV,7,26/58,28/53,27/55,9,Yes
